;id;scientific.name;accepted.name;family;taxon.rank;taxon.status;search.str;threat.status.cnc;threat.status.mma;threat.status.mma2022;life.form;habitat;vegetation.type;vernacular.name;occurrence;establishment;domain;endemism
4573;13580;Schizachyrium tenerum Nees;NA;Poaceae;species;accepted;Schizachyrium tenerum;NA;NA;NA;Herb;Terrestrial;Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu);NA;BR-AM|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RR|BR-RS|BR-SC|BR-SP;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa;Non Endemic
4583;7784;Schultesia gracilis Mart.;NA;Gentianaceae;species;accepted;Schultesia gracilis;NA;NA;NA;Herb;Terrestrial;Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu);rosinha/PORTUGUES/Minas Gerais;BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-RJ|BR-SP;native;Cerrado|Mata Atlantica;Endemic
4590;7302;Scleria leptostachya Kunth;NA;Cyperaceae;species;accepted;Scleria leptostachya;NA;NA;NA;Herb;Terrestrial;Campo Limpo|Palmeiral|Restinga;NA;BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;Caatinga|Cerrado|Mata Atlantica;Non Endemic
4591;7297;Scleria distans Poir.;NA;Cyperaceae;species;accepted;Scleria distans;NA;NA;NA;Herb;Terrestrial;Area Antropica|Campinarana|Campo de Varzea|Campo Limpo|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Palmeiral|Restinga|Savana Amazonica|Vegetacao Sobre Afloramentos Rochosos;NA;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
4592;7300;Scleria hirtella Sw.;NA;Cyperaceae;species;accepted;Scleria hirtella;NA;NA;NA;Herb;Terrestrial;Area Antropica|Campo de Varzea|Campo Limpo|Campo rupestre|Floresta Ciliar ou Galeria|Palmeiral|Restinga|Savana Amazonica|Vegetacao Sobre Afloramentos Rochosos;NA;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
4600;12920;Scoparia dulcis L.;NA;Plantaginaceae;species;accepted;Scoparia dulcis;NA;NA;NA;Herb|Subshrub;Terrestrial;Area Antropica|Caatinga (stricto sensu)|Campinarana|Campo de Altitude|Campo de Varzea|Campo Limpo|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Igapo|Floresta de Terra Firme|Floresta de Varzea|Floresta Estacional Decidual|Floresta Estacional Perenifolia|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Palmeiral|Restinga|Savana Amazonica|Vegetacao Sobre Afloramentos Rochosos;vassourinha/PORTUGUES/Acre | vassoura-de-botao/PORTUGUES/Acre;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
4607;619925;Sebastiania ramosissima (A. St.-Hil.) A. L. Melo & M. F. Sales;NA;Euphorbiaceae;species;accepted;Sebastiania ramosissima;NA;NA;NA;Shrub|Tree;Terrestrial;Area Antropica|Campo Limpo|Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Semidecidual;NA;BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RS|BR-SC|BR-SP;native;Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
4618;7878;Seemannia sylvatica (Kunth) Hanst.;NA;Gesneriaceae;species;accepted;Seemannia sylvatica;NT;NA;NA;Herb;Rupicolous|Terrestrial;Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria;NA;BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-SC|BR-SP;native;Cerrado;Non Endemic
4619;12586;Seguieria americana L.;NA;Phytolaccaceae;species;accepted;Seguieria americana;LC;NA;NA;Tree;NA;Caatinga (stricto sensu)|Campo de Varzea|Campo Limpo;NA;BR-BA|BR-CE|BR-MG|BR-RJ|BR-SP;native;Amazonia|Caatinga|Mata Atlantica;Non Endemic
4627;25261;Senecio adamantinus Bong.;NA;Asteraceae;species;accepted;Senecio adamantinus;LC;NA;NA;Herb|Subshrub;Terrestrial;Campo de Altitude|Campo rupestre|Cerrado (lato sensu);NA;BR-DF|BR-ES|BR-GO|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP;native;Cerrado;Endemic
